DtCustomer,Education,Marital,Kidhome,Teenhome,Income,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
14-11-1992 16.54,Bachelors,Married,0,1,961933,3966,2509,7153,8876,10526,11118,10,10,3,3,23,3,0,1,1,0,1,0,0
31-01-1972 10.14,Masters,Widowed,2,0,1571283,6951,10948,6473,4208,13616,70,14,8,24,8,15,77,0,1,0,0,1,0,0
01-08-1979 11.50,PhD,Separated,1,1,1275199,5106,17161,9698,1556,5086,9031,4,5,0,0,19,65,1,1,0,1,0,1,1
22-10-1975 21.15,Masters,Separated,2,1,1641515,14573,14429,9539,9434,7378,2614,9,8,19,14,1,33,0,1,0,1,0,0,0
14-02-1986 15.24,None,Widowed,1,2,1787237,6024,2842,2689,2765,20700,9930,14,2,22,9,14,21,0,1,0,1,0,1,0
11-10-1989 21.43,Bachelors,Separated,2,1,1969815,3356,11250,9797,7613,24972,14888,2,4,3,8,8,76,1,0,1,1,0,0,0
13-06-2022 13.25,None,Divorced,1,0,1460685,1552,3555,9571,3711,10620,17249,1,6,13,10,7,0,0,1,0,1,1,1,0
14-12-1999 13.05,Masters,Separated,0,0,1684946,13844,11555,403,2239,9164,15114,5,5,6,11,11,85,1,1,0,0,1,0,1
23-05-1972 6.34,Bachelors,Married,1,2,211839,6404,17055,4627,6211,21164,7545,6,6,1,7,4,26,0,0,0,1,0,0,0
08-04-2009 4.20,Professional,Single,1,1,709420,1443,10972,7724,7130,11013,6385,1,1,22,4,4,19,0,1,1,1,1,0,0
17-12-1975 5.07,Masters,Divorced,0,1,1700365,4923,5980,6194,5591,17401,10400,5,1,16,4,22,44,1,0,1,1,1,1,0
22-05-1971 7.10,High School,Separated,1,0,495281,7674,994,3331,4494,14155,5721,2,1,14,2,22,43,1,1,1,0,1,0,1
09-10-2002 6.39,PhD,Married,2,1,507514,7656,18068,275,9467,889,14917,9,11,23,8,15,21,0,0,0,0,1,0,0
11-04-1974 8.41,PhD,Separated,2,2,1648846,12521,1152,9653,1667,136,8658,10,10,8,2,17,83,0,1,1,1,0,0,1
15-04-2017 2.34,PhD,Divorced,1,0,1490154,12751,10351,4597,4812,10031,2893,7,10,6,1,21,71,0,0,1,1,0,1,1
09-12-1971 18.45,Bachelors,Widowed,2,2,534863,622,16339,522,565,16552,14562,13,12,8,7,0,72,1,1,0,1,0,0,1
03-05-1977 21.58,Masters,Divorced,1,2,1741505,6499,13452,8804,2772,22219,6190,5,2,12,10,12,30,1,0,1,1,0,1,0
13-05-1997 11.03,Bachelors,Single,2,2,1059341,10145,9109,8675,2601,17775,15588,14,10,24,12,14,21,0,1,1,0,1,1,1
26-03-1973 2.26,None,Widowed,0,2,370031,5452,2375,5949,6443,4534,8832,1,0,7,8,29,60,0,1,1,0,0,0,1
19-02-1984 14.53,High School,Married,2,2,1171187,11470,4986,6738,1791,16923,18839,0,4,19,7,14,96,0,0,0,1,0,0,1
09-01-2020 1.41,Professional,Married,0,0,1116003,3250,18070,7018,756,14725,5824,1,0,10,1,3,68,0,0,0,1,0,1,0
16-06-1984 22.15,Professional,Single,2,2,1737720,12130,10761,6589,4174,3768,12540,9,6,16,4,9,14,0,1,1,1,0,1,0
11-11-2007 13.03,None,Single,0,2,1723905,11971,8384,9909,3340,3660,14224,7,14,3,10,11,29,1,1,0,0,1,1,1
27-05-1990 22.45,High School,Separated,0,0,1055950,6533,9937,6756,4083,4863,10669,13,14,21,12,2,86,0,1,1,1,1,0,0
30-03-1970 22.30,Professional,Single,2,1,1889735,5023,7472,6799,1098,8112,10305,3,14,13,4,1,48,1,0,1,1,1,1,0
08-05-2020 17.34,Professional,Widowed,0,0,792396,4146,5377,9125,8071,10418,18184,11,7,20,14,10,59,0,0,0,0,1,1,0
25-10-2014 12.56,PhD,Single,2,2,932660,12264,12989,758,718,6575,7145,0,14,23,14,13,11,0,0,0,0,1,0,0
06-02-2022 2.48,Professional,Divorced,0,2,1210975,6220,9095,8102,1863,17090,1148,7,0,11,10,2,16,0,0,1,1,0,1,1
08-10-2007 15.29,High School,Widowed,1,2,1682237,6170,6115,7563,9558,5903,16773,7,7,23,11,24,94,1,0,0,1,1,1,0
06-02-1970 2.59,PhD,Divorced,1,2,639312,13326,1116,5839,859,4552,3698,4,10,19,3,6,77,1,0,0,1,1,0,1
02-03-2002 18.13,None,Widowed,2,1,454443,2841,157,8426,8433,22089,5051,6,9,4,4,15,75,1,1,1,1,1,1,0
25-10-1978 6.08,High School,Single,1,0,1148613,11855,19042,3893,8662,13545,3620,13,0,16,12,14,2,0,0,1,0,1,0,1
09-07-2015 2.24,Professional,Separated,1,1,1832024,584,193,6856,7449,19695,2791,6,7,4,9,11,28,0,1,0,0,0,1,1
16-02-2019 1.31,None,Widowed,0,2,1474656,12955,15234,6745,7797,8252,18621,11,3,24,4,5,14,1,0,1,1,0,1,1
27-05-1987 9.34,None,Single,2,2,1748939,6307,9344,4271,8821,2061,506,7,6,11,14,21,92,1,0,1,0,1,0,1
11-09-2014 11.02,High School,Married,1,0,1736052,7037,2195,6069,4706,556,18498,2,6,15,13,19,69,1,0,0,1,0,0,0
01-02-1975 4.10,Bachelors,Married,2,0,467132,279,746,6010,5581,23646,6029,5,8,10,13,11,35,1,1,1,1,0,1,0
20-12-1994 12.01,High School,Married,2,2,612837,2763,15977,3284,7359,18960,6131,10,1,20,14,26,65,0,0,1,1,1,0,1
07-04-1999 15.36,PhD,Widowed,1,0,246577,2155,7314,8685,7150,22936,10436,5,6,14,11,27,22,0,1,0,0,1,1,0
12-05-1973 1.50,Professional,Single,2,1,1121506,901,12676,9679,5325,2336,10557,2,0,22,9,22,74,0,1,0,0,0,1,0
18-08-1971 17.43,Masters,Separated,2,1,1963485,13492,17155,6953,2973,10735,10751,6,7,22,11,19,60,1,0,1,0,0,0,1
13-09-2018 16.44,Masters,Married,0,2,1121461,11537,10349,5657,2055,5064,1362,12,7,1,7,10,94,1,0,0,0,0,1,1
09-10-1987 10.31,Bachelors,Married,0,0,1577479,5348,10471,1484,1724,18124,7175,13,13,14,12,16,52,0,0,0,0,1,0,0
22-03-1986 15.19,Bachelors,Single,0,2,1259900,9383,18767,6608,4712,9462,16445,11,12,11,0,16,80,1,1,0,1,1,0,1
26-10-2019 15.57,None,Separated,1,0,1936159,7111,16262,3373,6962,8460,15397,13,9,20,13,18,71,0,1,0,0,0,0,0
14-10-1972 9.28,Bachelors,Separated,1,1,1693411,6241,1626,6169,8191,2297,12435,11,14,4,5,8,78,0,0,0,1,1,1,1
03-12-1983 5.37,High School,Widowed,2,0,1148652,2719,18945,1679,3806,6684,10752,12,1,22,6,8,47,1,0,0,1,0,1,1
05-01-1989 21.09,PhD,Widowed,2,1,1875334,13852,13088,5412,7029,24581,646,1,14,22,6,2,9,0,0,1,0,1,1,1
27-07-2003 7.34,PhD,Single,0,2,1964994,13195,8365,5623,6002,9595,5532,5,3,8,9,29,65,1,1,1,0,1,1,0
18-05-1990 17.31,PhD,Widowed,2,0,1630028,9851,2645,1865,4371,593,4919,6,2,4,0,15,32,1,1,0,1,0,1,0
24-12-1993 7.56,Masters,Married,1,2,649276,8055,18445,7725,807,13224,14588,2,3,3,7,9,72,1,0,0,1,0,1,1
09-09-1989 23.27,None,Separated,1,2,351412,14524,17383,2846,5267,12785,13544,9,4,21,6,11,98,1,0,1,1,0,1,1
17-08-2019 20.33,None,Separated,1,2,829728,12011,7294,3592,2052,7056,4479,1,3,3,2,17,49,0,0,0,1,0,1,0
04-07-1971 14.53,None,Single,0,0,1535141,9076,14362,7910,9208,5781,18781,11,12,19,4,29,71,0,1,1,0,0,1,0
03-12-1970 17.23,None,Single,1,2,1173928,7997,15126,1156,7828,12120,16815,12,9,12,3,16,79,0,1,0,0,0,0,1
04-08-1982 19.38,Masters,Widowed,0,0,266899,10524,6733,4083,1896,6893,13566,5,7,10,1,26,62,1,1,1,1,0,0,0
10-10-1973 17.09,Masters,Single,1,1,1143944,10907,11316,3534,1290,5632,16088,8,2,4,2,25,84,1,0,0,1,1,1,0
27-03-1970 10.15,Masters,Single,2,0,1315063,2135,6004,4200,9386,16974,7377,10,11,7,9,5,68,1,1,0,1,1,1,0
25-02-1973 13.15,Bachelors,Married,2,2,1787216,10208,14102,3480,4908,5568,2965,6,2,8,5,12,27,0,0,0,1,1,1,0
19-03-1977 4.23,None,Widowed,0,1,327589,14831,1680,4808,8824,20068,11871,4,6,6,4,22,15,1,1,1,1,0,0,0
07-08-2022 15.10,Bachelors,Divorced,2,1,257442,2494,12012,341,6015,1654,13940,9,1,21,11,28,96,1,0,0,1,0,1,1
30-08-2018 5.08,Bachelors,Married,0,2,1808273,11772,10764,7274,8341,24987,6978,13,5,7,12,6,63,1,1,1,0,0,0,1
16-12-2022 11.23,Professional,Divorced,2,1,1348985,12899,14251,3207,8759,15281,14993,3,5,15,1,21,81,1,1,0,1,1,1,0
10-09-2015 1.17,Professional,Widowed,2,0,1605053,5370,13156,9097,1059,21122,4576,12,10,6,7,19,58,0,0,0,0,1,0,0
14-01-1991 4.40,PhD,Widowed,2,0,1115053,8572,6360,872,8559,17006,19669,14,8,20,6,23,52,0,1,0,0,0,0,0
02-10-1986 22.41,None,Separated,1,0,894114,716,9383,8149,351,19636,19036,13,6,17,10,29,2,1,0,0,1,0,1,1
26-12-1971 11.44,High School,Separated,1,2,500265,3233,17956,2742,3523,16167,604,10,13,14,10,16,81,1,1,1,0,0,1,0
04-09-1979 3.55,Bachelors,Single,1,2,971656,486,18810,225,6153,17408,14464,1,4,11,7,11,10,0,0,0,1,0,1,1
28-01-2005 15.14,None,Divorced,2,0,1803749,6119,2285,1671,46,4780,1543,7,5,3,1,23,75,0,0,0,0,1,0,1
06-11-1977 6.13,None,Single,1,1,1783839,6459,2629,4720,3836,22162,1518,5,13,0,10,29,53,0,1,0,1,1,0,1
16-01-1977 7.55,None,Widowed,0,0,1551987,14398,6340,3052,5936,3611,13782,2,5,6,6,12,38,1,1,1,1,0,1,0
20-11-1973 7.38,Bachelors,Widowed,0,0,683651,4636,2408,1577,5082,17572,19847,10,10,10,4,9,91,1,1,1,1,1,0,0
28-04-1987 17.15,Bachelors,Single,0,2,987249,12403,2679,4300,585,17922,2579,3,6,2,10,5,8,0,0,0,0,1,0,1
22-12-1982 11.44,None,Divorced,1,1,721624,4945,14610,5014,6063,23626,9110,3,9,4,0,13,13,1,0,1,1,0,1,1
16-01-2002 8.31,Masters,Widowed,1,1,1826569,1753,9763,7266,590,20930,2784,7,5,14,5,3,75,1,1,0,1,1,1,0
07-06-1987 0.08,PhD,Separated,0,1,1848349,10426,8866,6002,5392,4197,19633,12,6,1,8,0,30,1,0,0,0,0,1,0
16-01-1970 5.42,Bachelors,Separated,1,0,462203,14874,12996,9816,4243,19107,6401,11,10,14,8,28,47,1,1,0,1,1,1,1
13-01-2001 5.58,Bachelors,Separated,0,0,868653,13378,13548,8794,9538,17676,10149,11,14,9,4,14,0,1,0,0,0,1,0,0
18-04-1972 23.49,Masters,Married,1,1,882403,11578,14552,1075,16,24671,16567,4,7,17,1,23,70,0,0,1,0,0,0,1
23-08-2013 19.47,None,Separated,0,1,1517137,9084,3651,4987,2613,3487,3916,2,14,24,7,20,37,0,1,0,0,0,1,1
27-03-2016 7.10,Masters,Single,0,1,1491474,3731,9707,9969,5110,15924,4913,9,6,0,5,25,28,0,0,1,0,1,0,1
27-10-1976 10.19,Masters,Widowed,1,1,369553,7520,15893,6774,3434,24269,3640,8,7,12,14,7,65,1,0,1,1,1,1,0
26-05-1992 13.45,None,Widowed,0,1,1891544,729,4591,171,1328,2381,1153,9,6,19,0,9,47,0,0,1,0,1,1,1
22-06-1979 14.41,Professional,Single,1,2,1983467,11227,8982,3855,1760,18022,5900,10,7,16,12,6,95,1,1,0,1,1,1,0
17-07-2004 17.46,Bachelors,Married,0,2,923732,2572,15213,6876,7511,279,2546,4,4,6,3,4,45,0,0,1,0,1,0,1
04-04-1996 0.05,Bachelors,Widowed,1,2,1550223,7663,88,7860,3579,336,19478,7,2,22,3,17,56,1,0,1,0,0,0,0
07-11-2016 21.30,None,Widowed,1,0,1518500,3965,14051,9826,5243,9181,4333,0,0,11,1,26,6,1,1,0,1,1,1,1
03-09-1982 19.35,PhD,Widowed,1,2,1528082,6059,2916,1881,6057,7894,8667,8,10,10,14,29,29,0,0,1,1,0,0,0
07-12-2022 11.31,High School,Widowed,2,1,431509,9540,16769,6528,1548,5460,10380,12,1,17,10,26,3,0,1,0,0,0,1,1
31-01-1985 18.28,Masters,Married,0,0,485169,5125,3630,9779,9804,15305,16409,6,4,6,10,28,84,0,1,0,1,1,0,1
18-04-1993 5.40,None,Single,2,2,1769205,566,10038,4603,7779,1795,17917,8,4,8,1,22,69,1,0,1,1,1,1,1
02-06-1980 14.37,High School,Married,0,0,1393129,1586,2326,5766,3532,7527,1492,12,13,10,7,12,21,0,1,0,1,0,1,0
30-08-2018 17.06,PhD,Single,0,1,1255670,1428,596,6574,383,31,12568,9,11,2,6,27,37,0,1,1,0,0,0,0
15-08-2018 15.16,Masters,Single,1,1,237145,10045,17970,8114,7037,16218,11703,4,7,16,14,25,43,1,1,1,0,1,1,0
27-03-2009 19.58,None,Married,0,2,800339,5787,1033,4482,4680,13216,19085,2,1,7,5,6,98,1,1,1,0,0,0,1
19-02-1980 7.37,Professional,Single,1,0,1988109,14528,11235,6454,5921,9863,14130,4,2,13,7,5,44,1,1,1,1,1,0,1
22-10-1975 22.06,None,Divorced,2,2,1702428,12386,16162,1631,6941,22313,10110,14,3,21,14,17,37,1,0,1,1,0,1,0
02-05-1996 21.08,Masters,Single,1,1,1424401,1838,82,2717,6192,20100,5184,3,3,17,5,16,38,0,0,1,0,1,0,0
07-07-1974 22.39,Masters,Single,0,1,1106225,10609,12393,5535,6896,4973,5238,11,1,13,5,10,71,1,0,0,0,1,0,0
02-06-1996 17.14,Bachelors,Widowed,1,2,1776661,9673,16292,8680,5813,24690,16730,2,3,9,4,19,55,0,1,0,0,0,1,1
19-11-1985 9.20,Masters,Widowed,1,1,1572997,4030,1780,6734,4573,9614,17504,1,12,9,14,15,37,0,1,0,0,1,1,0
05-08-2016 23.54,PhD,Divorced,0,1,1585872,14115,19113,3756,3264,12047,17924,1,9,9,6,20,72,0,0,0,0,1,1,0
07-10-1980 19.14,Bachelors,Married,2,2,1468409,8869,17483,8311,196,14029,13117,9,11,11,6,4,1,0,1,1,0,0,0,1
16-01-1971 16.23,Bachelors,Married,2,0,1258759,14337,8654,8623,8791,9279,16993,1,0,3,2,18,3,1,1,0,1,1,1,1
21-07-1996 4.24,Bachelors,Divorced,1,1,591249,7597,5263,8769,3280,15542,8294,6,3,22,9,22,80,1,1,1,1,0,1,1
03-11-2012 6.01,PhD,Single,2,1,1587747,10081,15190,2074,6341,10904,19217,9,5,21,5,24,60,1,0,1,0,1,0,0
15-05-1985 21.42,Masters,Single,0,2,1350255,10714,1825,5763,5548,657,3552,5,0,10,6,2,50,0,1,1,1,1,0,1
24-11-2021 9.42,None,Divorced,1,0,476045,4044,16086,1253,9410,6508,6346,9,8,21,11,10,20,1,1,0,1,1,1,1
21-01-2002 14.03,None,Single,1,0,1383125,6680,9372,186,7859,24308,8739,6,12,8,9,29,71,0,1,1,1,1,0,1
14-12-2012 2.32,Professional,Single,0,2,1143494,5271,14874,8800,1913,14317,2099,11,0,9,7,1,95,0,1,1,0,1,1,0
26-11-2013 8.31,Bachelors,Separated,1,0,1835334,11105,17940,3985,1326,23485,19455,9,4,3,7,0,13,1,1,0,1,0,1,0
03-01-2004 15.56,None,Single,1,0,948858,926,4470,2935,7506,24185,12221,12,11,16,10,22,38,1,1,0,1,1,1,1
01-09-1970 3.26,Bachelors,Married,2,2,891138,10376,5856,9994,1443,24701,9381,0,14,4,7,26,96,1,1,0,1,0,0,1
13-01-2002 8.46,Masters,Divorced,1,1,1400323,3772,8693,5289,8567,15788,7220,2,11,24,3,23,66,1,1,0,1,0,0,1
24-05-1977 17.03,Masters,Widowed,1,0,1156273,11751,557,1782,4965,7404,13528,10,9,12,3,6,24,1,0,1,1,0,1,0
14-11-2003 5.40,Masters,Separated,2,2,868480,8351,3181,8933,7184,23524,11180,10,3,15,5,27,35,1,1,1,0,0,1,0
12-10-2005 0.03,Bachelors,Separated,2,0,1265981,2500,15950,3360,5607,1323,11084,14,8,6,7,11,84,0,1,0,0,0,1,0
30-05-1981 16.28,PhD,Divorced,1,1,905442,12075,6030,5516,5655,7427,19938,0,8,7,4,24,79,0,0,0,0,1,1,1
22-05-1973 2.49,Masters,Married,2,2,1013924,13021,3204,6252,4547,24070,8371,3,3,3,11,19,67,1,0,1,1,1,1,0
05-05-2010 23.03,PhD,Divorced,1,0,1047269,13853,1186,4460,4740,10351,17581,4,4,10,12,18,75,1,0,0,1,0,0,0
30-10-1988 13.28,PhD,Married,2,1,1914095,14225,15559,8744,95,18097,10475,5,9,22,6,15,26,1,1,0,1,0,1,0
13-01-1977 6.45,None,Married,2,0,636617,452,13434,2615,6898,10252,15462,3,6,3,11,25,44,1,1,1,0,1,1,1
12-08-1990 8.32,Masters,Single,1,2,1795580,11778,1172,6829,95,20501,10689,10,3,9,7,18,13,1,1,1,0,1,0,0
02-07-2017 0.51,Masters,Widowed,2,0,440573,14732,15047,2466,3221,6544,10036,4,5,2,9,1,89,1,0,0,0,1,0,1
08-10-2011 1.28,Professional,Married,0,0,1293692,646,13584,6966,7375,8050,19920,13,5,7,6,26,9,1,0,0,1,0,0,1
19-04-1992 13.05,PhD,Single,2,2,1507406,2957,3069,7475,6719,73,5202,13,0,13,5,20,67,1,0,1,0,1,0,0
13-09-1984 2.22,High School,Separated,0,1,1343404,371,14666,5155,3342,13557,11445,14,12,13,11,24,25,1,1,0,1,0,0,1
29-10-2013 11.48,High School,Divorced,2,1,1559673,11694,14554,3180,6652,2887,16730,12,3,1,2,14,38,1,0,1,1,0,0,0
11-10-1983 23.58,Bachelors,Widowed,1,1,235552,10190,9689,6786,9789,2417,183,5,10,4,3,10,54,0,1,1,1,1,1,0
08-01-1971 4.01,High School,Married,1,0,1501532,263,5453,1530,7767,18920,14199,6,4,18,10,23,14,0,1,0,0,1,0,1
20-03-2012 9.47,Bachelors,Widowed,2,2,211869,8685,8148,6905,9047,24130,1372,14,14,16,14,17,24,0,0,1,1,0,0,1
28-09-2002 22.12,Professional,Single,2,0,464510,1587,16918,5000,9585,17634,2098,7,4,6,0,11,80,0,1,1,0,1,0,1
06-07-2011 12.29,PhD,Separated,2,0,692000,598,12048,1839,447,19110,14240,7,8,11,11,8,64,1,0,0,0,0,1,1
22-03-1999 10.18,Masters,Separated,2,1,264114,1128,11001,9541,3204,11901,12739,2,5,9,2,3,20,1,1,1,0,1,1,0
04-08-2004 19.06,Bachelors,Divorced,1,2,489762,13419,11885,1957,7355,16059,3563,6,4,6,5,26,75,1,0,0,0,1,1,1
26-06-2021 7.44,Bachelors,Widowed,2,2,1073297,3846,18970,7219,114,19732,17970,9,6,7,4,17,6,0,1,0,0,1,1,1
07-03-1988 1.11,None,Separated,0,0,1637968,6210,5733,4935,2497,3882,18807,4,13,0,12,1,14,1,0,1,1,1,0,1
04-08-2013 11.17,Masters,Married,2,2,541405,2743,19367,1784,3993,6388,6336,6,9,21,6,18,56,1,1,0,0,1,0,0
11-07-2002 18.12,Masters,Divorced,1,1,572831,14096,9228,7708,6954,11968,54,3,14,9,12,14,18,1,0,1,1,1,1,1
04-01-2010 17.09,Professional,Widowed,0,1,514200,5655,550,9845,4179,18148,7878,7,3,2,11,22,92,1,0,0,0,1,1,1
14-09-1981 9.58,Bachelors,Single,0,2,1282443,9823,11107,4288,2126,22666,12002,9,7,12,0,27,96,1,1,1,0,0,0,1
30-10-1981 5.48,Bachelors,Widowed,2,2,728244,8106,6596,9355,2506,7260,18507,0,9,11,11,7,22,1,1,1,0,1,1,1
10-11-1982 9.27,Masters,Separated,2,1,657900,13706,19571,8821,9492,22158,4315,8,6,24,0,27,13,1,0,0,1,0,0,1
14-04-1985 19.43,High School,Single,2,0,488053,4341,7571,316,4553,24435,19343,12,8,14,13,15,59,0,1,0,0,1,0,0
24-10-1972 15.40,Professional,Single,1,1,1443926,5893,14542,2619,4741,12015,11108,9,1,22,0,5,27,0,0,0,0,1,0,1
10-04-2022 13.27,None,Divorced,2,0,716741,1118,12613,9373,4563,12106,17377,6,7,10,7,6,33,0,0,0,1,0,0,1
30-05-2005 13.58,High School,Widowed,0,1,401320,3081,15186,9046,8712,18451,15529,8,10,16,9,6,18,0,0,1,1,0,1,1
26-11-1983 3.22,Professional,Separated,2,1,1284628,4863,11454,474,4623,13184,3857,5,11,1,13,11,23,1,1,1,1,1,0,1
09-02-1988 14.20,PhD,Married,0,2,1201337,13106,13965,5447,5076,16873,12021,5,1,22,4,13,22,1,0,0,0,0,0,1
22-02-1998 1.56,Bachelors,Married,2,1,434711,9334,7354,7185,294,9912,17290,11,5,12,7,3,17,0,0,1,0,0,0,0
23-05-1981 15.35,Professional,Widowed,0,2,1914111,9453,7198,4717,8298,14744,7714,13,8,14,3,24,53,1,1,1,0,0,1,0
02-05-1983 21.42,Bachelors,Divorced,0,2,337269,11082,1937,6225,1610,19653,1954,11,0,21,0,16,20,0,1,1,1,0,1,1
21-04-1989 10.57,Masters,Married,2,1,1540536,5036,12924,2014,2239,16016,15582,0,2,0,8,14,63,0,0,0,0,1,0,1
12-11-2008 1.44,PhD,Separated,2,0,297091,11184,18552,2023,1826,24892,14814,12,7,21,2,19,54,1,1,1,1,1,0,0
14-09-1984 16.53,High School,Divorced,2,1,436967,6849,16285,5829,4849,244,278,1,3,0,0,9,34,0,1,1,1,1,0,1
10-06-1996 0.07,PhD,Divorced,0,1,733950,13564,13217,6008,2255,6355,6281,12,8,20,1,17,98,1,0,1,0,1,1,1
28-11-2020 21.35,High School,Separated,0,1,1773269,8060,2110,6825,8875,19948,16938,5,14,22,5,10,77,0,1,0,0,1,1,1
24-12-2022 2.40,Professional,Divorced,0,0,849971,2984,576,7037,5385,3746,9489,7,12,21,9,13,66,1,0,0,0,0,1,0
06-08-1994 21.28,Masters,Widowed,2,1,1665402,5824,14658,6403,1874,7729,3960,4,2,0,0,29,16,0,0,0,1,0,1,0
04-08-1973 14.00,High School,Married,1,0,1175352,4051,19683,3644,5471,24259,6998,11,8,15,0,8,55,0,0,0,1,1,1,1
26-02-2007 6.07,Professional,Married,2,0,778827,5547,1780,4174,2814,1070,2797,13,13,16,2,15,72,0,0,1,1,1,0,1
30-11-1982 13.02,PhD,Divorced,0,2,1331300,11368,2272,6938,3570,9192,18824,11,14,3,2,24,56,0,0,0,1,1,0,0
24-06-1985 19.13,Professional,Divorced,1,1,1226186,7937,19332,342,8350,20411,4286,9,7,14,13,22,29,1,0,1,0,0,0,0
14-04-2022 4.33,Masters,Separated,2,0,1736440,14318,19314,5240,9670,22958,1421,10,11,20,12,24,23,1,0,1,1,1,1,1
17-08-1972 13.00,Professional,Divorced,0,1,1060870,7241,11588,9205,3647,986,13411,14,4,19,3,27,90,1,0,0,0,0,1,0
23-07-1997 11.31,High School,Widowed,0,1,1482683,4755,15891,6834,2696,9490,8367,8,5,24,7,12,91,0,1,1,1,0,0,0
18-03-1996 22.31,High School,Divorced,2,2,1147700,14444,14821,9262,1826,19,15819,13,6,3,6,28,21,1,0,0,0,0,0,1
15-03-2020 12.18,None,Single,2,2,605226,11462,11487,8941,5400,16613,7062,13,8,16,14,11,91,0,1,0,1,0,1,1
12-01-1973 16.28,High School,Single,0,0,1828982,4980,17265,6476,3075,14265,10285,11,4,2,6,19,40,1,0,0,1,0,0,1
03-07-1983 16.56,None,Divorced,0,1,1932281,3786,7127,9555,9877,14536,19369,1,8,17,4,17,74,0,1,1,0,1,1,0
23-03-2017 22.48,PhD,Separated,2,1,1165029,481,10678,6497,941,2666,17464,8,13,2,14,24,74,0,0,1,0,0,1,0
04-04-1978 9.14,Professional,Single,0,0,672007,14934,5963,1528,5849,24408,19897,0,6,17,14,20,61,0,0,1,0,1,0,1
03-01-2017 18.46,High School,Widowed,0,2,1050568,11936,5570,8410,8363,8040,14384,6,4,10,10,1,25,0,0,1,0,0,1,0
16-10-1985 4.45,Professional,Married,0,0,930720,13644,15384,7727,7395,10478,19407,11,7,14,6,14,93,1,1,0,1,1,0,1
15-04-1978 2.28,None,Divorced,1,0,261329,8066,13766,7075,4289,17795,10765,13,3,24,10,7,57,1,0,1,1,0,1,1
29-05-2010 13.04,Masters,Single,2,2,1553772,1607,18061,5299,7270,12251,7696,0,2,3,12,27,19,1,1,1,1,0,0,0
10-10-2007 4.58,Bachelors,Married,1,0,1502440,1351,16865,604,4704,24209,1763,11,3,16,7,10,23,0,0,0,1,0,0,0
23-10-1973 13.41,PhD,Widowed,2,1,658873,9544,16061,7253,8587,18073,14703,14,12,3,5,17,87,1,1,0,0,0,1,0
15-04-1979 2.36,Masters,Separated,0,1,296316,5107,383,2488,5104,4875,18747,2,2,10,2,5,86,0,1,1,1,0,1,1
11-03-2017 21.49,Professional,Married,1,2,1109658,11011,18118,6479,8669,2041,13174,4,14,17,5,14,1,0,0,0,1,0,0,0
27-03-2001 8.59,Masters,Divorced,1,2,1475872,3761,4201,9464,3931,16587,17273,9,6,23,13,20,62,1,1,0,1,0,0,1
20-07-1972 17.53,Professional,Married,1,0,1958516,12800,12535,8691,7587,469,14347,9,7,6,13,24,71,1,0,1,1,1,0,1
29-09-1978 4.11,PhD,Divorced,0,2,1899221,4946,17382,3837,1635,24999,12181,7,4,15,6,18,68,1,0,0,1,1,0,1
07-07-1984 2.03,Masters,Separated,2,2,1650873,2256,3502,7345,6302,19529,18404,12,0,5,8,28,15,0,0,0,1,1,1,1
01-05-1971 13.53,Professional,Single,2,0,650032,14098,3067,4592,5835,4973,10061,6,4,5,0,4,74,1,0,1,0,0,0,1
25-02-2021 9.38,Masters,Separated,0,1,1471497,2304,6724,6971,2317,6955,10374,11,14,19,0,28,26,1,0,0,0,1,0,1
18-04-2016 19.22,None,Divorced,0,0,1634762,6356,4128,7316,7540,11313,7067,9,4,9,8,20,87,0,0,1,1,0,0,0
01-05-2010 5.33,Bachelors,Married,1,2,1404967,14330,12729,9946,8789,10880,1554,6,13,8,8,9,92,1,0,1,0,1,1,1
15-01-1977 16.33,Masters,Widowed,0,2,1389799,6090,6145,9339,5929,1311,17361,10,14,11,5,27,20,0,0,1,0,0,0,0
17-11-1970 15.27,Bachelors,Single,1,2,1476393,10093,19186,7182,2563,21271,3930,2,0,19,12,1,23,1,1,1,0,0,1,1
31-07-1992 12.01,None,Single,2,1,825203,12340,2364,9372,2458,2029,1045,1,6,13,9,25,17,1,1,1,0,0,0,0
03-02-1993 17.23,PhD,Married,0,0,283122,14275,12189,7132,8626,8528,7775,2,5,24,11,3,61,0,0,1,1,1,0,0
03-04-2006 15.00,Bachelors,Widowed,0,2,993054,1509,1806,1955,5441,3199,9800,8,14,21,9,2,88,0,1,1,0,0,0,1
10-01-1996 20.55,None,Single,0,1,1035158,4627,9917,3587,9084,7532,6059,7,3,10,14,11,32,1,1,0,1,0,0,1
21-01-1986 23.08,None,Widowed,0,2,382484,2387,2889,1357,6738,7034,1413,9,10,23,0,8,42,1,1,1,0,0,1,0
14-12-1996 17.00,None,Married,0,1,1111245,4434,13424,2597,8956,2470,12560,6,0,8,0,12,16,0,0,1,1,1,1,0
01-04-1994 9.37,Bachelors,Divorced,2,1,275400,10736,10757,9290,9089,20770,14080,13,1,7,14,15,97,1,1,0,1,1,1,1
